,0,1
1066,0,건강 검진 결과가 나왔어! 다행히 별문제는 없다고 해.
1067,4,파혼을 했어. 너무 속상하고 믿기지 않아서 어떻게 해야 할지 모르겠어.
1068,5,이번에 신규 사업 결과가 좋지 않았어. 그래서 내 인사 평가에 영향을 미칠 것 같아 화가 나.
1069,1,남자친구는 안 그러는데 오히려 시어머니가 되실 분께서 굉장히 값비싼 예단을 요구해서 혼란스러워.
1070,5,아들이 내 차를 빌려갔는데 출근하지 전까지 오지 않아.
1071,1,가뜩이나 힘든데 돈쓸일이 너무 많아졌어.
1072,2,나 참 기가 차서. 나이 든 사람이 하는 사업체라고 투자를 하지 않겠데.
1073,5,방송을 보니 별일이 다 있네.
1074,0,아주 만족해.
1075,4,친구도 아니고 가족한테 배신당해서 너무 상처받아.
1076,3,이 나이 먹도록 연애 한 번 못 해봤어.
1077,0,철수는 참 믿음직스러워.
1078,1,몸이 아파서 집에만 있었더니 너무 외로워.
1079,0,친구가 오늘 시상식에서 내 이름을 불렀어. 너무 감격이야.
1080,2,내 전공과 관련이 있어서 직무 변경을 했는데 전혀 관련이 없어서 너무 속상해.
1081,5,사람들에게 악의적으로 대하고 있어.
1082,2,돈이 없어서 슬퍼.
1083,5,간암에 걸려서 간이 필요한데 자식들이 검사를 거부해서 씁쓸하네.
1084,2,월급도 제때 안 주고 야근만 주구장창 시키는 회사가 그냥 망했으면 좋겠어.
1085,5,나는 한번씩 와이프의 행동을 보면 구역질 나.
1086,1,나는 소중한 친구라고 생각했는데 말도 없이 연락이 두절됐어. 내가 생각했던 만큼 이 관계가 두텁지 않았던 걸까?
1087,4,동문회 동호회에서 연락이 와도 나가기 싫어져.
1088,1,출산 예정일이 지나서 당혹스러워.
1089,1,부하직원이 사고를 친거같아.
1090,3,이번에도 금연 실패야. 속상하네.
1091,0,막내딸이 결혼을 하는데 돈을 보태줄 수 있어 너무 기뻐.
1092,5,상사가 나한테만 일을 몰아줘서 힘들어.
1093,0,이제 느긋하게 살아보려고. 중년인데 뭘 그렇게 애쓰면서 살겠어.
1094,2,정말 믿었던 친구가 나를 때렸어. 정말 그런 애인 줄 몰랐는데 말이야. 당황스러워.
1095,3,어제 집에 벽을 보니 금이 가서 놀랐어.
1096,5,내 나이가 몇인데 아빠는 살쪘다고 잔소리를 해.
1097,4,집이 가난해 남자친구 집안에서 요구하는 예단을 맞추기가 힘들어.
1098,5,아내가 말귀를 못알아 먹어.
1099,4,계속해서 직장 생활을 너무 열심히 했는데 경제적으로 너무 힘들어.
1100,5,내 돈 주고 내가 사먹겠다는데. 내가 이런 취급을 당하다니 원.
1101,2,코로나인데도 결혼식장 예약이 꽉찼어.
1102,3,요즘 남편 발 냄새가 너무 심해서 고민이야.
1103,5,아내가 너무 성가셔.
1104,2,이제는 지긋지긋해 정말.
1105,4,이번 달은 생활비를 너무 많이 써서 많이 쪼들릴 것 같아.
1106,4,이제 직장에서도 은퇴해야하는데 노후로 준비해 둔 집을 아내가 팔아 그 돈을 갖고 도망가버렸어 어떻게 해야할지 모르겠어.
1107,0,학교에서 친구들에게 따돌림을 당했는데 선생님께 도움을 요청해서 일이 잘 해결되었어.
1108,1,우리 자식이 오늘 시험이야.
1109,2,영어교습이 잘 되어 은행 대출도 보태고 해서 더 큰 아파트를 사들여 이사했어. 그런데 코로나 사태가 터져 교습대상 학생들이 전혀 들어오지 않으니 정말 큰 일이야.
1110,2,저번에 아빠와 싸운 이후로 말을 안 해.
1111,5,벌써 세 번째 직장을 옮기다 보니 재취업이 될 수 있을까 좌절되네.
1112,2,친하지도 않은 선배가 갑자기 연락이 오면 어떨 것 같아?
1113,3,얼마 전에 지갑을 잃어버려서 지갑이랑 카드 그리고 돈 모두 잃어버렸어.
1114,4,모임에 나갔다가 회비를 냈는데 안냈다고해서 속상해.
1115,1,학교를 마치고 집에 돌아왔는데 현관에서부터 누나 울음소리가 들렸어.
1116,1,오늘 은행으로부터 투자한 펀드가 원금 회수가 되지 못할 가능성이 높다는 연락을 받았어.
1117,4,서로 다른 상황때문에 그런 기분을 느끼게 되신거군요.
1118,3,늘어가는 내 뱃살을 보면 저절로 한숨이 나와.
1119,4,이번에 나이가 들면서 건강이 처음으로 악화가 되었어. 그래서 계획을 세웠어.
1120,0,추석에 딸이 건강하라고 선물을 사줬어
1121,1,이력서는 쓰는데 합격 통보를 받지 못하고 있어.
1122,3,친구가 폭행을 당했는데 신고를 하지 않았어. 마음에 걸려.
1123,3,아직도 그렇게 생각하는 사람이 있다니 정말 끔찍해.
1124,4,주식 투자를 했는데 망해버렸어.
1125,0,암이 완치된 후 농촌 생활을 하면서 농작물을 기르면서 지내고 있는데 너무 좋고 편안해.
1126,1,내 의견 없이 운동을 매일 하라는 의사 말을 따르는 게 맞는 걸까?
1127,1,친구들이 다들 취업을 하고 있어.
1128,4,은퇴하니 만날 사람이 하나 없네.
1129,1,지난 밤 교통사고를 당하고 깨어나 보니 한쪽 다리 없이 살아야 한데. 너무 혼란스럽고 걱정돼.
1130,2,이번에 노인 일자리 지원했는데 안됐어.
1131,3,노인정 사람들 자식들은 자주 찾아오고 용돈도 주는데 내 자식들은 잘 오지도 않고 용돈도 주지 않아.
1132,0,은퇴가 얼마 남지 않았는데 모아 놓은 돈이 적어 노후를 어떻게 보내야 할지 걱정이야.
1133,0,내가 일 반이 아니라 참 다행인것 같아.
1134,5,나를 괴롭히는 애들이 너무 싫어서 죽었으면 좋겠다고 빌었어.
1135,0,저번에 하소연했을 때와 달리 요즘은 그래도 많이 안정적이야.
1136,1,내가 과연 이 결혼을 잘 했는지 회의감이 들어.
1137,0,드디어 퇴원이라니! 남편이 나를 얼마나 지극정성으로 돌봐주던지 감동받았어.
1138,1,대학 진학 때문에 너무 고민이야.
1139,3,아내의 병원비가 없어 자식들한테 물려줄 예금 통장을 해지했어. 애들한테 미안해.
1140,4,여자친구가 바람을 피워서 정신적으로 충격을 받았어.
1141,0,퇴직하였지만 국민연금에 개인연금까지 합하면 그런대로 먹고사는 데는 문제 없을 것 같아!
1142,5,도대체 회사에서 어떻게 행동해야 할지 모르겠어.
1143,5,승진을 해서 발령이 났는데 도저히 이 일을 할 수가 없어 화가 나.
1144,1,나는 긴장을 많이 하는 것 같아. 
1145,5,난 엄마한테 불만이 많아 굉장히 엄마한테는 악의적이야.
1146,4,우리 집은 경제적으로 너무 힘들어서 빨리 취업을 해야 해.
1147,2,친한 친구가 돈을 빌려달라고 해서 빌려줬더니 갚을 생각을 안 하네. 친구의 됨됨이를 믿고 빌려준 거였는데 걔가 이럴 줄은 몰랐어. 실망스러워.
1148,4,친구한테 버려진 기분이야.
1149,1,심부전증 진단을 받았는데 힘들어.
1150,5,주식이 너무 내려서 큰일 났네. 다른 주식들은 잘만 오르던데 왜 내가 산 주식만 빠지는지 모르겠어.
1151,4,손녀가 내 치료비 때문에 유학을 포기했어.
1152,4,가족들이 나만 버리고 갑자기 여행을 가버렸어.
1153,5,남편 챙기기 귀찮아.
1154,4,내 몸 상태를 보시고 담당 의사가 더 이상 가망이 없다고 말했어. 내게는 희망이 보이질 않는 것 같아서 너무 괴로워.
1155,0,오늘 학교가 개교기념일이어서 공부를 하지 않아서 좋아.
1156,2,퇴근하고 무엇을 해야 할지 모르겠어. 요즘 그냥 우울해.
1157,0,야채 파는 박 씨가 내가 아플 때 날 챙겨주어서 너무 감사해.
1158,4,초등학교 때 학교폭력을 당한 적이 있어서 아직도 그개 상처로 남아있어.
1159,4,오늘 딸아이가 자기방에 있던 방탄소년단 사진이 없어졌다면서 내가 버린거 아니냐고 막 따지길래 아니라고 했는데 믿지를 않아.
1160,0,아팠던 동기가 나아서 회사로 돌아왔어. 완쾌해서 정말 다행이야!
1161,0,곧 추석 연휴가 다가오잖아. 그런데 이번에는 직장이 담 주 월요일부터 쉬기로 해서 내가 일주일을 쉬게 되었어.
1162,2,내가 정말 믿고 따르던 선생님의 부고를 접하게 되니까 슬프다.
1163,3,친구가 애인한테 구타당했대. 내가 소개해준 사람인데 이거 어떻게 하지?
1164,3,동호회 회원 한 명이 이번에 탈퇴하겠데. 내가 저번에 자꾸 지각하지 말라고 한마디 했었는데 그것 때문에 그런거 같아 자꾸 신경이 쓰여.
1165,4,같이 사업하는 형이 사업자금을 들고 갑자기 도망가버렸어.
1166,0,동호회에서 새로운 친구들을 사겼는데 너무 잘 맞아!
1167,0,우리 가족들이 너무 좋아.
1168,2,남자친구가 헤어지재.
1169,3,노처녀라고 사람들이 자꾸 나한테 압박을 해.
1170,2,치매에 관한 뉴스가 나올 때마다 내 미래를 보는 것 같아서 마음이 슬퍼.
1171,2,오늘 아침 일찍부터 소일거리가 있나 구청에 나가봤는데 내가 할 수 있는 일이 별로 없더라고.
1172,4,사람들이 자꾸 쳐다보는 것 같아 신경 쓰여.
1173,2,그 직무를 수행할 때 더 많은 것을 배우지 못했던 게 너무 아쉬워.
1174,3,우리 친정이 잘사는데 결혼 때 도움을 좀 받았다고 남편이 열등감을 느껴.
1175,3,내 고등학교 동창이 두 달 전에 빌린 돈을 갚지 않고 연락이 안 되네.
1176,1,독감에 걸릴까 봐 조심스러워.
1177,2,담임선생님이 갑자기 전근을 가신다네
1178,3,오늘 공부를 하나도 안 하고 게임만 해서 죄책감이 느껴지는걸?
1179,2,남편이 다른 여자와 또 데이트하고 있더라. 남편의 고쳐지지 않는 바람기가 역겨워.
1180,0,피티클럽 아줌마들 이번 대회에서 많이 떨어졌는데 나는 넉넉하게 들어왔어.
1181,2,지금까지 모아놓은 돈은 없는데 회사가 상황도 안 좋고 걱정이야.
1182,2,재정적으로 실망했어.
1183,2,어렵게 시험 봐서 된 공무원인데 이렇게 후회스러운 줄 몰랐어.
1184,2,이젠 학교가는 게 너무 슬퍼졌어.
1185,3,아 쪽팔려. 망했어.
1186,4,이번에 회사에서 세대교체를 했는데 내가 가장 나이가 많아 강제로 물러나게 됐어. 너무 속상해.
1187,5,그건 분명히 내 작품이라고. 이대로 당할 수만은 없어.
1188,0,노후준비를 완벽하게 해놔서 너무 만족스러워.
1189,2,저번 주에 친구들과 다툰 이후로 갑자기 다들 나를 피하고 무시해. 이런 일은 처음이라 너무 당황스럽고 무서워.
1190,2,엄마가 이유 없이 화내는 것 같아서 속상해.
1191,0,난 친구도 많고 노년이 편안하고 만족스러워.
1192,0,남편이 이직했어.
1193,1,직장 상사에게 혼이 났는데 그 이후로 눈을 마주치기가 너무 불안해.
1194,2,나이가 들수록 절친했던 친구들을 볼 수가 없게 되어 눈물이 나.
1195,4,은퇴시기가 다가오니까 별게 다 부러워서 짜증나네.
1196,0,오늘 정말 긴장된 하루였어.
1197,1,정년퇴직한지 벌써 몇 년이 지났어.
1198,0,오늘 학교폭력 당하는 친구를 보호해줬어! 친구가 고맙다고 해줬어.
1199,0,다음 달이면 드디어 삼 년 적금 만기야. 너무 좋아.
1200,3,아빠가 죽었어.
1201,3,모의고사는 점수가 괜찮은데 내신도 신경을 써야 되나 하는 생각이 들어.
1202,2,운동하라는 의사 말을 듣지 않았는데 이렇게 몸이 개운해질 줄 알았으면 진즉 할 걸 그랬네.
1203,2,결혼식이 취소가 되어서 너무 슬퍼.
1204,0,요즘 제일 걱정은 은퇴하고 나서의 노후야.
1205,4,남편이 은퇴를 한 나를 보고 대책이 없다며 크게 화를 냈어!
1206,3,지하철 노약좌석 앉을 때 자꾸 남의 눈치를 보게 돼.
1207,5,예전에는 생각도 좋은 생각만 하며 지냈는데 나이 들면서 불만이 많아졌어.
1208,4,육 개월 전 회사 업무로 팀원 전원이 일본어 강의를 듣기 시작했어.
1209,2,이제 살날도 얼마 안남았나봐.
1210,4,집이 가난하다고 따돌림 당하는 친구가 있어.
1211,4,저 여자가 올 해 우수 사원이 되었어.
1212,2,내가 친구를 도와줘야 하는데 용기가 없는 내가 너무 미워.
1213,2,돈 벌겠다고 쉬지않고 일하다가 건강만 해치겠어.
1214,3,사십대 중반에 벌써 건강이 안 좋으니 몸을 제대로 관리 못한 것 같아서 죄책감이 드네.
1215,5,주말은 근무시간이 아닌데 자꾸 회사 사람들이 불러내서 짜증나.
1216,3,지각을 해서 선생님이 나를 싫어할 거야
1217,0,난 요즘 우리 부모님에게 감사해.
1218,2,나 직장에서 해고당했어.
1219,5,가져 갈게 없어서 아빠 돌아 가실때 남긴 작은 집까지 뺏어 가려했어. 남은 엄마 어떻게 살라고.
1220,2,인간관계가 모두 허망해 보여.
1221,5,요즘 조급한 마음이 들어.
1222,0,오늘 하루가 너무 재미있었어!
1223,3,이번에 들어온 신입은 말귀를 못 알아듣네.
1224,0,내일은 수학여행을 가는 날이야.
1225,5,이과장 때문에 열 받아.
1226,3,연애 안한지 오래되니까 너무 외롭다.
1227,1,내가 따돌림을 당하고 있는데 뭔가 의심되는게 있어.
1228,4,몸이 너무 불편한데 아내와 내가 먹고 살려면 내가 일 해야 해. 속상해.
1229,5,경로당 사람들이 내 만성질환에 대해 다 알고 있었어.
1230,4,이번에 배드민턴 동호회에 들어가려고 했는데 내가 장애가 있다고 못 들어가게 하네. 비참해.
1231,5,나 지금 너무 화가 나.
1232,5,평생 내 속 썩이더니. 보란듯이 항암치료 안받을거야.
1233,5,지하철 타고 오다가 짜증나는 노인이랑 한바탕 했어.
1234,0,나이가 들면 남편과 한적한 곳에서 집을 짓고 사는게 꿈이야.
1235,2,우리 아들은 되는 일이 없어.
1236,0,신규사업부를 맡으라고 해서 자증이 났는데 그 사업을 철수하기로 했대.
1237,0,어제 우리 아이 지능테스트를 받고 왔는데 결과가 좋아. 너무 신이 나.
1238,3,우리 집 재정이 어려워진 걸 알고 친구들이 도움의 손길을 건넸지만 거절했어.
1239,5,혈압이 높다고 하는데 약을 먹어도 혈압이 좋아지지 않네.
1240,0,오늘 좋은 일이 있을 것 같아.
1241,4,회사 동료들에게 따돌림을 당하고 있어서 너무 힘들어. 그만두고 싶어도 쉽지가 않아.
1242,3,마흔 네 살 밖에 안됐는데 벌써 갱년기가 왔어.
1243,2,왜 이렇게 비통하지.
1244,4,재정적으로 도움 받을 사람도 없고 막막해.
1245,1,건강검진에서 재검사 받으라는데 걱정이야.
1246,5,누군가 회사 서류를 반출했어. 아마도 중대한 일인 것 같아.
1247,3,직장이 너무 혼란스러워.
1248,3,건강하게 오래 살겠다고 혐오식품을 먹는 사람들 이해가 안 가네.
1249,0,그동안 모았던 적금 만기가 내일이야.
1250,0,이번에 검진 받았는데 고혈압이 계속 비슷한 수준으로 나오고 있네.
1251,3,남편과 같이 살려고 부산으로 내려왔는데 여기서 뭘 해야할지 모르곘어.
1252,1,나는 술을 너무 좋아해.
1253,2,은퇴 후에는 내가 참 무기력해.
1254,4,오랫동안 사귄 남자 친구와 집안의 반대로 헤어져서 너무 슬퍼.
1255,1,경로당에서 당혹스러운 일이 생겼어.
1256,4,남편이 말도 없이 직장을 그만둬서 내가 은퇴를 하려고 했던 시기를 놓쳤어.
1257,5,같은 팀 대리님 때문에 화가 나.
1258,1,지금 회사가 나와 적성이 안맞는것 같아. 그래서 이직을 할까 고민중이야.
1259,1,의사가 수술을 받아야 할지 약으로 해결할 수 있을지는 지켜봐야 알겠다는 말을 했어.
1260,0,드디어 기다리던 방학이 다가온다.
1261,1,공무원 시험 준비만 벌써 육 년째인데 부모님도 내가 창피할 거야.
1262,0,이번에 취업에 성공했어! 그동안 도와준 분들이 너무 고맙고 감사해.
1263,5,어제 아침에 어지러워 자리에서 못 일어났어! 많이 늙었단 생각이 머리에서 떠나지 않아.
1264,5,우리 딸이 서른 넘기기 전에 결혼했으면 좋겠는데 남자한테 도통 관심이 없어.
1265,5,경로당 사람들이 내 만성질환에 대해 다 알고 있었어. 난 내 친구에게만 이야기 했는데 말야
1266,3,우리 자식들은 하나같이 다 결혼을 못했어. 너무 한심해.
1267,2,정말 가고 싶었던 회사였는데 아쉽게도 최종 면접에서 탈락했어.
1268,1,삼 년 사귄 남자친구와 헤어졌는데 마음이 많이 공허해.
1269,4,남편이 퇴직금을 사기당했어. 앞으로 생계가 막막하네.
1270,4,집이 가난해서 왕따 당하고 있어.
1271,0,나를 괴롭히던 친구가 전학을 가.
1272,5,면접에서 자꾸만 떨어지니 나도 모르게 화가 나나봐. 친구들한테도 짜증섞인 말을 자주하게 되네.
1273,5,부서장이 정당한 이유 없이 나를 다른 부서로 이동 발령했어. 정말 기가 막히고 화가 나.
1274,1,이젠 나이도 들었는데 소개팅에서도 계속 실패하고 힘드네. 이젠 결혼 못하는 거 아니야?
1275,4,옆 가게는 주인이 아파서 가게도 잘 안 여는데 열 때마다 장사가 잘돼.
1276,3,회사에서 정말 보기 싫은 사람이 있어.
1277,5,명절에 만나는 친척마다 결혼은 언제 하는지 물어보는 바람에 너무 성가셔.
1278,2,아빠가 최근에 교통사고로 돌아가셨어.
1279,1,돈 쓰기가 조심스러워.
1280,5,오늘 면접을 보고 왔는데 기분이 안 좋아.
1281,5,그 사람만 생각하면 구역질이나고 화가나.
1282,3,나 요즘 많이 외로워.
1283,0,약한애만 괴롭히던 놈 결국 퇴학당해. 괴씸했는데 신나는구만.
1284,0,몇 달 동안 운동을 열심히 했더니 허리 둘레가 줄었어. 정말 만족스러워.
1285,0,학교폭력위원회에 신고했어. 그래서 지금 기분이 좋아.
1286,4,조만간 나 회사에서 잘릴 것 같아. 이제 은퇴할 때가 되긴 됐지.
1287,4,내가 투자한 회사가 망해버렸어.
1288,1,서류정리까지 왜 내가 해야 하는지 모르겠어. 짜증 나.
1289,3,친동생이 대뜸 남자친구를 집에 데려와서는 결혼을 하고 싶다고 하더라.
1290,2,요즘 공부하는 게 재미가 없고 무엇을 해도 흥미가 없어.
1291,0,회사에서 동료들과 지내는 데 너무 재밌어.
1292,2,준비해놓은 게 없는데 노후가 정말 걱정이야.
1293,1,어제 병원갔다가 당황했잖아?
1294,3,밖에 나가면 사람들이 나를 쳐다보는 거 같아.
1295,0,요즘 친구가 많아져서 신난다.
1296,3,답이없다
1297,1,아침에 딸이 밥을 남기길래 마저 먹으라고 했더니 화를 내네. 아침부터 너무 당황스러웠어.
1298,1,아버지가 빨리 담배를 끊으셔야 되는데.
1299,1,중요한 프로젝트 발표 자리에서 내가 너무 조심하는 바람에 오히려 망한 것 같아 불안해.
1300,4,동아리에 가입했는데 소외감을 느껴서 너무 힘들어.
1301,5,벌써 은퇴 준비를 하다니.
1302,2,어젯밤 바이크를 타다가 사고가 났는데 부상상태를 들으니 꽤 심각하더군.
1303,3,출장을 왔는데 날씨 때문에 오늘 항공기가 결항해서 돌아갈 수가 없어. 숙소에 혼자 덩그러니 있으려니 당황스러워.
1304,4,가족들이 내 병 때문에 너무 많은 비용을 지불해서 속상해.
1305,2,그 동안 열심히 운동해서 건강하다고 자부하는데 동창회에서 친구들 보니깐 난 아무것도 아니더라고.
1306,0,건강은 좋아질 수도 있고 나빠질 수도 있는거지.
1307,4,요즘 들어서 뱃살이 많이 나와서 걱정되네!
1308,3,만성 질환 치료 때문에 재정적으로 많이 힘든 상황이야.
1309,0,오늘 병원의사를 만나서 건강상담을 했는데 건강유지하려면 꾸준히 운동만하면 된다니 기분이 좋아.
1310,3,주말에 손가락 하나 안 움직이는 남편을 보면 너무 화가나.
1311,0,회사에 큰 업무 사고가 일어났어.
1312,0,고혈압이 생긴지 오래되었는데 그래도 다행이야.
1313,4,대학교 못 갈 거 같아.
1314,5,오늘 친구들이 중소기업에 다닌다며 나를 은근히 무시했어.
1315,3,친구 결혼식에 갔는데 친구 남편이 예전 남자친구여서 너무 놀랐어.
1316,0,내가 결혼 전에 넣은 연금보험이 이제 만기가 되었어.
1317,4,취업때문에 억울해.
1318,1,아들이 언제라도 나를 요양원에 보내버릴 것 같아서 너무 걱정이야.
1319,0,적금들어놓은게 있어서 은퇴해도 나는 괜찮아.
1320,1,진학하고 싶은 대학교 탐방 다녀왔는데 좀 혼란스럽네.
1321,4,정당방위로 때린 것 때문에 가중처벌을 받아서 정학을 당했어. 너무 어이가 없고 상처야.
1322,0,성적이 올라서 칭찬을 받았어.
1323,4,진짜 억울해 죽고 싶어.
1324,5,남편에게 저녁마다 산책하러 나가자고 했는데 그걸 하나 못 들어주나.
1325,4,예전에 아끼는 직원에게 배신을 당한 후에 사람들에게 마음을 잘 열지 못하게 됐어.
1326,2,인생은 정말 부질없는 것 같아.
1327,5,오늘 퇴사 날이라 그동안 날 괴롭혔던 사수가 시킨 일을 모두 완전 대충했어. 고생에 대한 복수다.
1328,3,내 친구놈이 또 술병이 났네.
1329,0,걱정했던 프로젝트 단번에 승인 받았다!
1330,4,건강에 배신당한 기분이야.
1331,3,지난번 검진 때에는 양호했던 혈압이 높은 것으로 나오네.
1332,4,요즘 업무도 많고 퇴사하고 싶은 마음이 굴뚝같애.
1333,0,한동안 답답했는데 남편이 일을 찾기 시작해서 다행이야.
1334,2,진작 담배를 끊을걸. 검진 결과가 안 좋아.
1335,2,학교에서 믿었던 친구가 나를 배신을 했어.
1336,2,남편에게 잘해주지 못해서 후회돼.
1337,2,회사에서 중요한 업무를 맡았는데 나 때문에 망쳐버렸어. 어떡하지.
1338,2,우리 아빠가 바람을 폈대.
1339,4,부모님은 언니만 예뻐하시는거 같아.
1340,0,난 연애를 안 해도 회사도 재밌고 친구들 만나는 것도 재밌어. 주변 친구들은 다들 결혼하고 싶어 소개팅에 안달인데 난 아직 연애가 없어도 생활이 만족스러워.
1341,1,언니가 요즘 밤늦게까지 놀고 와서 걱정이야.
1342,1,혹시나 내가 학교에서 따돌림 당할까봐 너무 불안해.
1343,5,우리 며느리는 내 아들이나 딸이 있을 때만 아픈 나를 잘 돌봐주고 둘이 있을 때는 날 막 구박해.
1344,4,여자친구가 다른 남자와 바람을 피웠어.
1345,2,오늘 내가 자주 만나던 친한 언니가 다른 곳으로 이사를 하였어.
1346,0,난 오늘 아주 기쁜 일이 있어.
1347,2,사고로 팔 한쪽을 잃었어. 친구가 너무 절망하지 말라고 위로했는데 친구를 비웃었어.
1348,3,수학 시험을 너무 망했어.
1349,0,오늘 가족 다같이 외식을했어.
1350,1,여자친구가 오전 내내 연락이 안 돼. 무슨 일이 있는 걸까?
1351,4,요즘 취업도 해야 하는데 군대도 가야 해서 너무 걱정이야.
1352,3,배가 많이 나와서 조금 부끄럽네.
1353,2,병원에 다녀왔는데 폐암말기래 이제 드디어 행복시작이라고 생각했었는데 폐암말기라니.우울해서 밥도 안넘어가더라고.
1354,5,야근까지 하면서 열심히 준비했는데 프로젝트가 무산됐어.
1355,1,장기근속해도 내게는 아무런 혜택이 없을 것 같아서 불안해.
1356,3,저번주에 지은 약이 모두 사라져버렸어! 이번주는 연휴라 약을 지을 수 없는데.
1357,4,아들이 아직 결혼도 안 했는데 애를 가졌는데 어떻게 해야 할까? 남의 시선을 자꾸만 의식하게 되네.
1358,3,죄책감이 많이 들어.
1359,0,친구의 권유로 운동을 꾸준히 하니 몸이 많이 좋아져서 정말 기뻐.
1360,0,아버지가 나한테 토지 하나를 물려주셨는데 정말 큰 도움이 될 것 같아서 아버지께 감사하다고 해야겠어.
1361,0,드디어 친구와 오해를 풀었어.
1362,5,나는 현미를 싫어하고 백미를 좋아해.
1363,4,상심이 크시겠어요.
1364,2,내 아들이지만 가끔 보면 누굴 닮았나 싶어.
1365,5,대체 왜 나는 매번 이렇게 아플까?
1366,5,아들이 결혼하는데 모아 놓은 돈이 없다고 해서 너무 속상하고 화가 났어.
1367,5,아내 때문에 화가나.
1368,0,오늘 남자친구랑 싸웠어.
1369,4,가게 사정이 안 좋아서 자식들 보고 일 좀 도와달라고 했더니 돈을 달라고 해.
1370,0,지금까지 사는 동안 마음껏 사랑하고 내가 좋아하는 일을 하며 행복했어.
1371,5,이번에 우리 부서장이 교체됐어 그런데 동료들이 아부하는데 차마 눈 뜨고 못 봐줄 정도야
1372,0,나 이번달 부터 연금받거든 그래서 느긋하게 여행 좀 다녀볼까 하고 알아보고 있어.
1373,1,불안하고 아무것도 손에 안 잡히네.
1374,1,학교폭력을 당하고 있는 사실을 선생님께 말해도 되는 건지 몰라 혼란스러워.
1375,3,취업 준비 때문에 친구 만날 시간이 없어서 요즘 외로움을 타는 것 같아.
1376,0,병간호를 방문 간호에 맡기고 나니 아들눈치가 안보여서 좋아.
1377,2,건강이 급격히 나빠져서 너무 슬퍼.
1378,4,건강한 친구들이 너무 질투나더라.
1379,5,애들한테 나를 그만 괴롭히라고 소리지르고 싶어.
1380,5,친구와 밥을 먹고 나왔는데 더치페이를 하기로해놓고 화장실에 가서오질 않네요
1381,2,요즘 코로나 십구 때문에 재택근무를 하다 보니 집안 식구들이랑 부딪힐 때가 있어 힘드네.
1382,3,어떤 직원이 나를 보고 그렇게 살면서 부끄럽지 않냐고 물어보는데 당황했어.
1383,1,이제 곧 아이를 출산할 시기가 다가와.
1384,4,열등감이 생기는 게 남을 의식해서 그런가?
1385,4,가끔 한가할 때면 정말 혼자라는 생각이 드네.
1386,1,나는 직장에서 좀 취약한 것 같아.
1387,3,남편에게 좋지 못한 아내인 것 같아 죄책감이 들어.
1388,5,직장 상사가 회사에 일이 생기면 나만 찾아서 짜증 나 죽겠어!
1389,4,취업하기 너무 힘들어.
1390,1,얼마 전에 했던 위내시경 결과 내가 위암 초기라고 해. 아무 증상도 느끼지 못했는데 암이라니 믿어지지 않아.
1391,1,얼마 전에 친구 하나가 전화로 성 정체성에 혼란이 온 것 같다고 하는데 어떻게 받아줘야 할지 몰라서 대충 얼버무리고 끊었어.
1392,5,내가 비만 때문에 식사 조절을 하려고 하니 마음껏 못 먹어서 짜증이 너무 나.
1393,2,이제는 작은 글씨들은 잘 안 보이는 걸 보니 노안이 온 것 같아 슬퍼.
1394,5,어떡하지 큰일 났네.
1395,4,나하고 친구하고 만나면 기가 죽어.
1396,5,여자친구가 바람을 폈어.
1397,5,요즘 경기가 불황이야. 회사가 주저 앉을 까봐 걱정되고 짜증나.
1398,1,직장에서 너무 혼란스러워.
1399,3,내가 여러 친구들이 쓰는 공동 카톡에 글을 올렸는데 친구 하나가 마음에 안든다고 나가버렸어.
1400,3,얼마 전에 우리 집에 보험 중개인이 왔는데 그 총각이 사기꾼이었다는 걸 알고 당황스러워.
1401,1,직장 상사가 얘기 좀 하자고 하셔서 사무실에 들어가야 해. 이유를 몰라서 불안해.
1402,4,우리 딸이 이번에 서울대에 입학할 것 같아.
1403,4,당뇨가 있어 일자리 찾기가 어려워. 세상에 나 혼자인 것만 같아 괴로워.
1404,5,코로나 때문에 여자친구랑 더 자주 싸우게 되는 것 같아.
1405,4,손녀가 태어났는데 내가 돈이 없어서 해줄 수 있는게 없어. 마음이 너무 아파
1406,1,아내가 결국 실직한 나를 대신해서 식당 아르바이트를 시작했어. 너무 미안해.
1407,0,다른 친구들이 보기에 우리 가족이 제일 화목해 보인다고 했어.
1408,1,사내 커플이었다가 헤어졌는데 어떤 소문이 날지 불안해.
1409,5,난 위가 안 좋아서 음식을 먹을 때 오래 걸리는데 친구는 항상 불평을 해.
1410,0,건강을 위해 마라톤 완주를 할 생각에 기뻐.
1411,4,나 직장에서 과장하고 문제가 생겼어.
1412,5,건강에 나만 안달하고 있어.
1413,3,취업 준비 중인데 잘 안 되어 우울해.
1414,0,난 요새 학교에서 너무 느긋해.
1415,2,엄마는 항상 일등만 하는 언니만 자랑하고 다니니 난 낙담이 돼.
1416,1,곧 아이의 성별을 보러 가는데 너무 초조해.
1417,3,오랜만에 동료를 봤는데 상대적으로 내가 너무 늙어 보이는 거 같아.
1418,4,수험 기간이 길어지면서 자꾸 친구가 없어져.
1419,4,건강이 나빠지니까 버려진 기분이 들어.
1420,4,고독 사 하는 노인들 보면 참 외롭고 불쌍해.
1421,3,남편이 내 돈을 들고 집을 나갔어. 어떡하지?
